Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,774.0,726.0,341.0,0.8240469208211144,0.04528093338012695,0.0580904483795166,0.0020041465759277344,0.0003192424774169922,1.0
15.0,774.0,834.0,271.0,0.6974169741697417,0.048151254653930664,0.10878944396972656,0.0020170211791992188,0.0003597736358642578,1.0
30.0,774.0,856.0,280.0,0.7214285714285714,0.047976016998291016,0.13405799865722656,0.0021004676818847656,0.0003304481506347656,1.0
45.0,774.0,873.0,273.0,0.717948717948718,0.05111217498779297,0.14893531799316406,0.0021080970764160156,0.0003914833068847656,1.0
60.0,774.0,848.0,283.0,0.7137809187279152,0.04778242111206055,0.13040661811828613,0.0022079944610595703,0.0003535747528076172,1.0
75.0,774.0,839.0,280.0,0.725,0.05394744873046875,0.09882092475891113,0.0022916793823242188,0.00034236907958984375,1.0
90.0,774.0,766.0,333.0,0.7987987987987988,0.050167083740234375,0.06091451644897461,0.0019299983978271484,0.0003323554992675781,1.0
105.0,774.0,850.0,277.0,0.7075812274368231,0.05264616012573242,0.1046290397644043,0.003157377243041992,0.00035953521728515625,1.0
120.0,774.0,870.0,291.0,0.7216494845360825,0.056470394134521484,0.13994860649108887,0.0021212100982666016,0.00033545494079589844,1.0
135.0,774.0,872.0,280.0,0.7214285714285714,0.05411386489868164,0.1498713493347168,0.0020935535430908203,0.00032639503479003906,1.0
150.0,774.0,851.0,269.0,0.7174721189591078,0.04825234413146973,0.12933588027954102,0.002135753631591797,0.0003654956817626953,1.0
165.0,774.0,819.0,282.0,0.7163120567375887,0.05415534973144531,0.1106259822845459,0.002015829086303711,0.00034308433532714844,1.0
180.0,774.0,766.0,332.0,0.8072289156626506,0.04989147186279297,0.05908775329589844,0.002000093460083008,0.00033211708068847656,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,774,726,341,0.8240469208211144,0.04897356033325195,0.05362510681152344,0.002758026123046875,0.0002830028533935547,1
1.5,774,1509,305,0.6163934426229508,0.0531153678894043,0.1465306282043457,0.00467681884765625,0.00046634674072265625,1
2.0,774,1965,346,0.638728323699422,0.047078847885131836,0.24041342735290527,0.004561901092529297,0.0004589557647705078,1
2.5,774,2280,330,0.603030303030303,0.0466618537902832,0.3916456699371338,0.005560874938964844,0.0005037784576416016,1
3.0,774,2364,338,0.6005917159763313,0.04747343063354492,0.550001859664917,0.005792140960693359,0.0005011558532714844,1
3.5,774,2410,336,0.6011904761904762,0.04963183403015137,0.7589421272277832,0.006059408187866211,0.0005156993865966797,1
4.0,774,2361,337,0.6379821958456974,0.046015262603759766,0.9462451934814453,0.005734682083129883,0.00041604042053222656,1
4.5,774,2362,325,0.6123076923076923,0.04764270782470703,1.2389941215515137,0.006445407867431641,0.0004794597625732422,1
5.0,774,2307,317,0.637223974763407,0.045621395111083984,1.4887232780456543,0.005208253860473633,0.0004456043243408203,1
