Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,12140.0,9406.0,3054.0,0.8991486574983628,2.6262705326080322,2.2197225093841553,0.17814278602600098,0.0017764568328857422,1.0
15.0,12140.0,9781.0,1851.0,0.8492706645056726,1.8911666870117188,3.3256218433380127,0.1820361614227295,0.0008459091186523438,1.0
30.0,12140.0,10241.0,1759.0,0.8402501421262081,1.9050662517547607,3.5636515617370605,0.1931629180908203,0.0009405612945556641,1.0
45.0,12140.0,9297.0,1782.0,0.8316498316498316,2.6461944580078125,4.241769075393677,0.17110586166381836,0.0007717609405517578,1.0
60.0,12140.0,10623.0,1881.0,0.8314726209463051,2.632019519805908,4.319231033325195,0.20030975341796875,0.0008945465087890625,1.0
75.0,12140.0,10104.0,1917.0,0.8362023995826813,2.595021963119507,3.4480552673339844,0.19868683815002441,0.0008883476257324219,1.0
90.0,12140.0,9372.0,2653.0,0.895212966453072,2.527890920639038,2.1033031940460205,0.18115592002868652,0.001711130142211914,1.0
105.0,12140.0,9772.0,1876.0,0.8448827292110874,2.535574197769165,3.380810022354126,0.1888108253479004,0.001074075698852539,1.0
120.0,12140.0,10251.0,1775.0,0.8152112676056338,2.596825122833252,4.241894245147705,0.19832873344421387,0.001505136489868164,1.0
135.0,12140.0,9340.0,1774.0,0.8252536640360767,2.5582566261291504,4.176050424575806,0.17742919921875,0.0009806156158447266,1.0
150.0,12140.0,10616.0,1859.0,0.8391608391608392,2.5623042583465576,4.3012402057647705,0.205491304397583,0.000881195068359375,1.0
165.0,12140.0,10082.0,1972.0,0.8301217038539553,2.5468709468841553,3.470738172531128,0.19460105895996094,0.0009012222290039062,1.0
180.0,12140.0,9381.0,2838.0,0.8914728682170543,2.6036691665649414,2.089648485183716,0.17624998092651367,0.0015914440155029297,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
,,,,,,,,,
1.0,12140.0,9406.0,3054.0,0.8991486574983628,2.6426851749420166,2.1382415294647217,0.1831350326538086,0.003960132598876953,1.0
1.5,12140.0,12110.0,1422.0,0.840365682137834,2.802744150161743,4.904674291610718,0.24424982070922852,0.0006837844848632812,1.0
2.0,12140.0,12340.0,706.0,0.7932011331444759,2.7560830116271973,8.570827007293701,0.237213134765625,0.0004911422729492188,1.0
2.5,12140.0,13066.0,621.0,0.7310789049919485,2.520700693130493,12.977023601531982,0.2533416748046875,0.00042557716369628906,1.0
3.0,12140.0,15726.0,571.0,0.647985989492119,2.6126785278320312,18.555334091186523,0.30063891410827637,0.0005695819854736328,1.0
3.5,12140.0,15526.0,526.0,0.6178707224334601,2.672476053237915,25.05850863456726,0.3048670291900635,0.0006005764007568359,1.0
