Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,1066.0,1367.0,245.0,0.9346938775510204,0.033693552017211914,0.06255125999450684,0.008317708969116211,0.0002799034118652344,1.0
15.0,1066.0,1385.0,171.0,0.8830409356725146,0.035382986068725586,0.09462833404541016,0.008100509643554688,0.0002484321594238281,1.0
30.0,1066.0,1357.0,163.0,0.8957055214723927,0.031082630157470703,0.1053767204284668,0.007863998413085938,0.0002384185791015625,1.0
45.0,1066.0,1370.0,160.0,0.825,0.030537128448486328,0.1259310245513916,0.009877443313598633,0.0002551078796386719,1.0
60.0,1066.0,1413.0,160.0,0.8875,0.03489398956298828,0.12005162239074707,0.008624792098999023,0.0002067089080810547,1.0
75.0,1066.0,1355.0,156.0,0.8782051282051282,0.029738903045654297,0.0961909294128418,0.008293628692626953,0.00024819374084472656,1.0
90.0,1066.0,1370.0,212.0,0.9245283018867925,0.02926182746887207,0.06280755996704102,0.008411169052124023,0.00024700164794921875,1.0
105.0,1066.0,1388.0,160.0,0.89375,0.03239011764526367,0.08908295631408691,0.008374452590942383,0.00021719932556152344,1.0
120.0,1066.0,1353.0,160.0,0.8875,0.03383016586303711,0.1338346004486084,0.00900125503540039,0.00023794174194335938,1.0
135.0,1066.0,1370.0,159.0,0.7987421383647799,0.03195834159851074,0.12355184555053711,0.009496450424194336,0.0002608299255371094,1.0
150.0,1066.0,1409.0,152.0,0.868421052631579,0.030365943908691406,0.10767602920532227,0.008899688720703125,0.00023508071899414062,1.0
165.0,1066.0,1345.0,152.0,0.875,0.03336310386657715,0.10377240180969238,0.008096694946289062,0.00024628639221191406,1.0
180.0,1066.0,1362.0,238.0,0.9285714285714286,0.033354759216308594,0.05533409118652344,0.008444786071777344,0.00028014183044433594,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,1066,1367,245,0.9346938775510204,0.028172969818115234,0.06933283805847168,0.007992267608642578,0.00023984909057617188,1
1.5,1066,2637,97,0.6701030927835051,0.029831886291503906,0.1448657512664795,0.016541481018066406,0.00038933753967285156,1
2.0,1066,3772,144,0.75,0.030458450317382812,0.2635166645050049,0.024292707443237305,0.0002999305725097656,1
2.5,1066,5071,77,0.5194805194805194,0.030875682830810547,0.38986659049987793,0.029309988021850586,0.0006814002990722656,1
3.0,1066,6429,104,0.5576923076923077,0.03187274932861328,0.5935397148132324,0.036509037017822266,0.0005590915679931641,1
3.5,1066,8054,69,0.2608695652173913,0.03116321563720703,0.8276302814483643,0.04622387886047363,0.010703086853027344,1
4.0,1066,9549,112,0.5892857142857143,0.030149221420288086,1.0808968544006348,0.05600333213806152,0.0004761219024658203,1
4.5,1066,11205,79,0.27848101265822783,0.03296828269958496,1.384934663772583,0.0692756175994873,0.009439706802368164,1
5.0,1066,13099,97,0.422680412371134,0.030800580978393555,1.6886026859283447,0.07529449462890625,0.0014863014221191406,1
