Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,765.0,891.0,147.0,0.9591836734693877,0.43578433990478516,1.0744996070861816,0.0028128623962402344,0.0002715587615966797,1.0
15.0,765.0,926.0,97.0,0.8865979381443299,0.410311222076416,1.2394320964813232,0.0023221969604492188,0.00028967857360839844,1.0
30.0,765.0,865.0,97.0,0.9484536082474226,0.38930416107177734,1.253471851348877,0.002179861068725586,0.00024008750915527344,1.0
45.0,765.0,927.0,81.0,0.9506172839506173,0.40036821365356445,1.2896244525909424,0.003222227096557617,0.00020623207092285156,1.0
60.0,765.0,872.0,94.0,0.9148936170212766,0.3978884220123291,1.2780568599700928,0.0025434494018554688,0.0002410411834716797,1.0
75.0,765.0,961.0,87.0,0.9310344827586207,0.38787078857421875,1.2425105571746826,0.0024573802947998047,0.00022745132446289062,1.0
90.0,765.0,872.0,107.0,0.9813084112149533,0.3970153331756592,0.9633142948150635,0.0023040771484375,0.00021696090698242188,1.0
105.0,765.0,918.0,78.0,0.9358974358974359,0.39989209175109863,1.1873414516448975,0.002376079559326172,0.00025582313537597656,1.0
120.0,765.0,865.0,72.0,0.9722222222222222,0.39196300506591797,1.2186498641967773,0.002229452133178711,0.0002422332763671875,1.0
135.0,765.0,905.0,71.0,0.9577464788732394,0.39142894744873047,1.247267484664917,0.002263307571411133,0.00025725364685058594,1.0
150.0,765.0,887.0,72.0,0.9583333333333334,0.38753628730773926,1.2832865715026855,0.0024068355560302734,0.00023698806762695312,1.0
165.0,765.0,959.0,85.0,0.9411764705882353,0.39682483673095703,1.2179296016693115,0.002506732940673828,0.0002627372741699219,1.0
180.0,765.0,877.0,107.0,0.9439252336448598,0.40044498443603516,1.0034637451171875,0.004908084869384766,0.0002219676971435547,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,765,891,147,0.9591836734693877,0.3908853530883789,1.026280403137207,0.002162456512451172,0.0002484321594238281,1
1.5,765,2472,117,0.905982905982906,0.3870971202850342,1.686159372329712,0.005967140197753906,0.0002429485321044922,1
2.0,765,3887,111,0.9279279279279279,0.39728784561157227,2.276630401611328,0.00928640365600586,0.00018787384033203125,1
2.5,765,4864,111,0.9279279279279279,0.4013655185699463,2.906525135040283,0.014730453491210938,0.00022101402282714844,1
3.0,765,2627,112,0.9196428571428571,0.3977046012878418,2.7161097526550293,0.006387472152709961,0.0002770423889160156,1
3.5,765,3238,102,0.9019607843137255,0.3898804187774658,3.3196117877960205,0.008570432662963867,0.0002315044403076172,1
4.0,765,3976,115,0.9304347826086956,0.3930230140686035,4.435557842254639,0.011051416397094727,0.00018787384033203125,1
4.5,765,4398,101,0.900990099009901,0.3849649429321289,5.49015474319458,0.10074210166931152,0.0006442070007324219,1
5.0,765,4732,114,0.9473684210526315,0.38641953468322754,5.796358346939087,0.014733076095581055,0.00028967857360839844,1
