Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,398.0,445.0,26.0,0.9230769230769231,0.2557492256164551,0.8810739517211914,0.0007917881011962891,0.0002872943878173828,1.0
15.0,398.0,489.0,17.0,1.0,0.2555406093597412,0.9647655487060547,0.0007884502410888672,0.0002148151397705078,1.0
30.0,398.0,471.0,15.0,1.0,0.24361968040466309,1.0379300117492676,0.0007791519165039062,0.00022792816162109375,1.0
45.0,398.0,469.0,18.0,1.0,0.2532055377960205,1.1171693801879883,0.0007836818695068359,0.00019931793212890625,1.0
60.0,398.0,460.0,18.0,1.0,0.2417774200439453,1.0502033233642578,0.0007073879241943359,0.00019311904907226562,1.0
75.0,398.0,481.0,18.0,1.0,0.26000332832336426,0.9446003437042236,0.0012326240539550781,0.00019502639770507812,-1.0
90.0,398.0,441.0,23.0,1.0,0.24856948852539062,0.751995325088501,0.0007367134094238281,0.00018858909606933594,1.0
105.0,398.0,477.0,17.0,1.0,0.2580244541168213,0.9459843635559082,0.0007843971252441406,0.00020265579223632812,1.0
120.0,398.0,470.0,22.0,0.9090909090909091,0.2458820343017578,1.031512975692749,0.0007843971252441406,0.00024175643920898438,1.0
135.0,398.0,491.0,14.0,0.9285714285714286,0.24138522148132324,1.1223878860473633,0.0008580684661865234,0.00022840499877929688,-1.0
150.0,398.0,495.0,17.0,0.8235294117647058,0.2479853630065918,1.103161096572876,0.0008594989776611328,0.00039505958557128906,1.0
165.0,398.0,485.0,16.0,0.875,0.24367952346801758,0.9728515148162842,0.0007562637329101562,0.00028634071350097656,-1.0
180.0,398.0,465.0,30.0,0.9666666666666667,0.24606966972351074,0.7987484931945801,0.0007238388061523438,0.00023102760314941406,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,398,445,26,0.9230769230769231,0.23973917961120605,0.809208869934082,0.0007011890411376953,0.00022912025451660156,1
1.5,398,1883,26,0.7692307692307693,0.2487781047821045,1.280224084854126,0.0027878284454345703,0.0002770423889160156,1
2.0,398,3278,21,0.7142857142857143,0.24558806419372559,1.8198730945587158,0.0045318603515625,0.0003058910369873047,1
2.5,398,4335,20,0.9,0.2576408386230469,2.3276784420013428,0.007226705551147461,0.0002830028533935547,1
3.0,398,4685,25,0.72,0.24522018432617188,2.714124917984009,0.006406068801879883,0.00029349327087402344,1
3.5,398,2622,21,0.8095238095238095,0.2500431537628174,2.523869752883911,0.004158973693847656,0.0003113746643066406,1
4.0,398,3294,19,0.8421052631578947,0.24304890632629395,3.064725160598755,0.004712104797363281,0.0002579689025878906,1
4.5,398,3884,22,0.7727272727272727,0.24101543426513672,4.064316987991333,0.005293369293212891,0.0002372264862060547,1
5.0,398,4208,22,0.7272727272727273,0.2478351593017578,4.976368427276611,0.005820751190185547,0.0002803802490234375,1
