Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,1693.0,2015.0,541.0,0.7818853974121996,0.034659385681152344,1.6847953796386719,0.006135463714599609,0.0004093647003173828,1.0
15.0,1693.0,2038.0,179.0,0.4860335195530726,0.035181283950805664,0.06481647491455078,0.005925416946411133,0.0009005069732666016,1.0
30.0,1693.0,2846.0,169.0,0.35502958579881655,0.03420734405517578,0.09519839286804199,0.008158445358276367,0.0028276443481445312,-1.0
45.0,1693.0,3043.0,180.0,0.37777777777777777,0.03301692008972168,0.10277581214904785,0.00871586799621582,0.002225637435913086,1.0
60.0,1693.0,2003.0,125.0,0.472,0.03694748878479004,0.09097647666931152,0.005725860595703125,0.0010356903076171875,1.0
75.0,1693.0,1979.0,190.0,0.5105263157894737,0.034310102462768555,0.06554388999938965,0.005654811859130859,0.0007593631744384766,1.0
90.0,1693.0,2015.0,540.0,0.7833333333333333,0.03617072105407715,0.060144901275634766,0.006022214889526367,0.00041675567626953125,1.0
105.0,1693.0,2033.0,182.0,0.46153846153846156,0.03389739990234375,0.06957721710205078,0.005925893783569336,0.0010857582092285156,1.0
120.0,1693.0,2853.0,166.0,0.3614457831325301,0.036512136459350586,0.09923362731933594,0.009772777557373047,0.0027899742126464844,1.0
135.0,1693.0,3054.0,177.0,0.384180790960452,0.03656291961669922,0.1012110710144043,0.010343313217163086,0.0035114288330078125,1.0
150.0,1693.0,2004.0,129.0,0.4573643410852713,0.03718876838684082,0.08199262619018555,0.0070421695709228516,0.001100778579711914,1.0
165.0,1693.0,1983.0,193.0,0.5284974093264249,0.039049625396728516,0.07231831550598145,0.006516695022583008,0.0006866455078125,1.0
180.0,1693.0,2010.0,531.0,0.783427495291902,0.037065744400024414,0.05696463584899902,0.006911039352416992,0.0004031658172607422,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,1693,2015,541,0.7818853974121996,0.03938174247741699,0.07418060302734375,0.006345987319946289,0.00038242340087890625,1
1.5,1693,3287,297,0.3602693602693603,0.03656625747680664,0.11533427238464355,0.009492635726928711,0.002790212631225586,1
2.0,1693,4750,572,0.3181818181818182,0.03624558448791504,0.18647074699401855,0.014458894729614258,0.005509614944458008,-1
2.5,1693,6103,456,0.25877192982456143,0.03818631172180176,0.25386834144592285,0.017223358154296875,0.011911392211914062,1
3.0,1693,7110,449,0.34075723830734966,0.03286623954772949,0.31388306617736816,0.02272176742553711,0.003593921661376953,1
3.5,1693,7874,480,0.29791666666666666,0.03375673294067383,0.4045298099517822,0.02364659309387207,0.0069887638092041016,1
4.0,1693,8661,563,0.3037300177619893,0.032860517501831055,0.49454808235168457,0.026484966278076172,0.006368160247802734,1
4.5,1693,9675,524,0.22519083969465647,0.03390622138977051,0.5899105072021484,0.02890181541442871,0.020516157150268555,1
5.0,1693,11238,559,0.2504472271914132,0.032399654388427734,0.7186429500579834,0.03235292434692383,0.014142990112304688,-1
