Rotation Angle (deg),# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
0.0,1000.0,994.0,346.0,0.9219653179190751,0.033205270767211914,0.03439140319824219,0.005827903747558594,0.0002923011779785156,1.0
15.0,1000.0,1270.0,255.0,0.8862745098039215,0.0324099063873291,0.05836892127990723,0.008131980895996094,0.0002608299255371094,1.0
30.0,1000.0,1255.0,242.0,0.8677685950413223,0.03220987319946289,0.058803558349609375,0.0069200992584228516,0.00025844573974609375,1.0
45.0,1000.0,1251.0,266.0,0.8759398496240601,0.029553890228271484,0.060037851333618164,0.007512807846069336,0.00026679039001464844,1.0
60.0,1000.0,1259.0,247.0,0.8906882591093117,0.03216052055358887,0.06817293167114258,0.007572174072265625,0.00025463104248046875,1.0
75.0,1000.0,1283.0,239.0,0.9079497907949791,0.030870914459228516,0.045838117599487305,0.0080108642578125,0.0002562999725341797,1.0
90.0,1000.0,987.0,311.0,0.9067524115755627,0.029417991638183594,0.031539201736450195,0.005693912506103516,0.0002682209014892578,1.0
105.0,1000.0,1265.0,248.0,0.9153225806451613,0.029964923858642578,0.058542728424072266,0.007173776626586914,0.00023698806762695312,1.0
120.0,1000.0,1249.0,248.0,0.8911290322580645,0.03249621391296387,0.058750152587890625,0.007782459259033203,0.000263214111328125,1.0
135.0,1000.0,1249.0,253.0,0.8774703557312253,0.030961275100708008,0.059422969818115234,0.007794380187988281,0.0002837181091308594,1.0
150.0,1000.0,1256.0,236.0,0.9110169491525424,0.02877521514892578,0.05698990821838379,0.007735490798950195,0.0002989768981933594,1.0
165.0,1000.0,1282.0,245.0,0.8734693877551021,0.029395580291748047,0.046724796295166016,0.007893562316894531,0.00025463104248046875,1.0
180.0,1000.0,979.0,336.0,0.9166666666666666,0.02638721466064453,0.03087139129638672,0.005596637725830078,0.00027441978454589844,1.0
,,,,,,,,,
Scale Difference,# Features (Pair 1),# Features (Pair 2),# Matches,Inlier (%),Pair 1 D&D Time (s),Pair 2 D&D Time (s),Matching Time (s),Outlier Rejection and Homography Calc. Time (s),Success
1.0,1000,994,346,0.9219653179190751,0.02647686004638672,0.03888440132141113,0.005603313446044922,0.00025153160095214844,1
1.5,1000,1809,173,0.7687861271676301,0.028108596801757812,0.08197236061096191,0.010408401489257812,0.0002682209014892578,1
2.0,1000,2750,246,0.7682926829268293,0.03365182876586914,0.13575220108032227,0.017899751663208008,0.00043845176696777344,1
2.5,1000,3726,107,0.6822429906542056,0.029712200164794922,0.2174091339111328,0.021011829376220703,0.0003256797790527344,1
3.0,1000,4783,174,0.6781609195402298,0.0270230770111084,0.2884197235107422,0.028889894485473633,0.0003464221954345703,1
3.5,1000,5827,106,0.46226415094339623,0.028242826461791992,0.4080798625946045,0.031322479248046875,0.0010156631469726562,1
4.0,1000,6876,218,0.6788990825688074,0.03291130065917969,0.5233099460601807,0.03689289093017578,0.00033974647521972656,1
4.5,1000,7764,115,0.40869565217391307,0.02752518653869629,0.6636688709259033,0.04339957237243652,0.0016222000122070312,1
5.0,1000,8527,119,0.46218487394957986,0.02657318115234375,0.8342006206512451,0.04732704162597656,0.0010426044464111328,1
